Open,Close,High,Low,Time,Volume
0.99708,0.99921,1.00175,0.99518,2014.02.24 00:00:00,80468
0.99921,0.99948,1.00103,0.99735,2014.02.25 00:00:00,68487
0.99947,0.99788,1.00025,0.99447,2014.02.26 00:00:00,81855
0.99788,0.99698,0.99934,0.99098,2014.02.27 00:00:00,87517
0.99698,0.98265,0.99979,0.98265,2014.02.28 00:00:00,91938
0.9851799999999999,0.98983,0.99173,0.98258,2014.03.03 00:00:00,86317
0.98977,0.99253,0.99479,0.9885699999999999,2014.03.04 00:00:00,81071
0.99251,0.99081,0.99687,0.99068,2014.03.05 00:00:00,77542
0.99083,0.9985000000000001,1.00019,0.9898,2014.03.06 00:00:00,88321
0.99849,1.00456,1.01067,0.99708,2014.03.07 00:00:00,76153
1.00383,1.00209,1.00676,1.0003,2014.03.10 00:00:00,69412
1.00208,0.99678,1.00609,0.99522,2014.03.11 00:00:00,65552
0.99678,0.99965,1.00006,0.9921,2014.03.12 00:00:00,77240
0.99962,1.00025,1.00853,0.99663,2014.03.13 00:00:00,88590
1.00018,0.99988,1.00297,0.9985000000000001,2014.03.14 00:00:00,81210
1.00069,1.00482,1.00653,0.99879,2014.03.17 00:00:00,71734
1.00487,1.01648,1.01725,1.00173,2014.03.18 00:00:00,84452
1.01648,1.01529,1.02058,1.01328,2014.03.19 00:00:00,98990
1.01531,1.01539,1.0178,1.01298,2014.03.20 00:00:00,82925
1.01538,1.01827,1.02234,1.01424,2014.03.21 00:00:00,75813
1.02148,1.02147,1.02422,1.01655,2014.03.24 00:00:00,80294
1.02145,1.02297,1.02558,1.02114,2014.03.25 00:00:00,80175
1.023,1.02361,1.0316,1.02158,2014.03.26 00:00:00,89992
1.02362,1.0216,1.02596,1.01993,2014.03.27 00:00:00,90359
1.0216,1.02259,1.02453,1.01814,2014.03.28 00:00:00,73800
1.02173,1.02354,1.02523,1.01622,2014.03.31 00:00:00,82722
1.02351,1.01909,1.02809,1.01889,2014.04.01 00:00:00,79700
1.01906,1.02019,1.02135,1.01762,2014.04.02 00:00:00,71060
1.02018,1.01837,1.02102,1.01508,2014.04.03 00:00:00,80242
1.01835,1.01828,1.02197,1.01515,2014.04.04 00:00:00,83077
1.01908,1.01713,1.0218,1.01517,2014.04.07 00:00:00,67891
1.01713,1.02213,1.02319,1.0163,2014.04.08 00:00:00,94209
1.02211,1.02146,1.02629,1.01768,2014.04.09 00:00:00,86441
1.02144,1.02934,1.02978,1.01983,2014.04.10 00:00:00,97682
1.02935,1.03102,1.03228,1.02398,2014.04.11 00:00:00,89292
1.03028,1.03276,1.03403,1.02868,2014.04.14 00:00:00,75367
1.03275,1.02753,1.03315,1.02553,2014.04.15 00:00:00,88334
1.02753,1.03161,1.03494,1.02581,2014.04.16 00:00:00,95548
1.03157,1.02591,1.03343,1.02553,2014.04.17 00:00:00,69109
1.02588,1.02808,1.02914,1.02588,2014.04.18 00:00:00,25456
1.02829,1.0267,1.03034,1.02599,2014.04.21 00:00:00,43925
1.02679,1.03262,1.03403,1.02643,2014.04.22 00:00:00,71906
1.03268,1.02483,1.03435,1.02269,2014.04.23 00:00:00,82805
1.02455,1.02098,1.02585,1.02023,2014.04.24 00:00:00,70606
1.02084,1.02405,1.02474,1.0205,2014.04.25 00:00:00,61430
1.02353,1.02084,1.02668,1.01966,2014.04.28 00:00:00,73303
1.02062,1.01413,1.02134,1.01413,2014.04.29 00:00:00,84751
1.0141,1.0177,1.01867,1.01397,2014.04.30 00:00:00,91435
1.01772,1.01603,1.02132,1.01603,2014.05.01 00:00:00,67042
1.01606,1.01763,1.01875,1.01154,2014.05.02 00:00:00,86543
1.01915,1.01573,1.01985,1.01528,2014.05.05 00:00:00,64013
1.01565,1.01773,1.02185,1.01523,2014.05.06 00:00:00,85388
1.01771,1.01648,1.01859,1.01552,2014.05.07 00:00:00,79509
1.01637,1.01481,1.02233,1.01428,2014.05.08 00:00:00,87583
1.01491,1.01924,1.02218,1.01228,2014.05.09 00:00:00,78430
1.02003,1.01943,1.02164,1.01877,2014.05.12 00:00:00,59376
1.01953,1.02028,1.0225,1.01805,2014.05.13 00:00:00,73513
1.02026,1.02113,1.02638,1.01961,2014.05.14 00:00:00,76564
1.02081,1.01825,1.02128,1.01512,2014.05.15 00:00:00,82938
1.01806,1.0158,1.01941,1.0158,2014.05.16 00:00:00,67272
1.01741,1.01428,1.01804,1.01349,2014.05.19 00:00:00,66303
1.01422,1.00798,1.01528,1.00758,2014.05.20 00:00:00,85443
1.00778,1.00941,1.00993,1.0053,2014.05.21 00:00:00,81858
1.00936,1.00478,1.01168,1.00368,2014.05.22 00:00:00,74394
1.00487,1.00237,1.00743,1.00237,2014.05.23 00:00:00,65572
1.00344,1.00288,1.00459,1.0028,2014.05.26 00:00:00,36776
1.00286,1.00528,1.00603,1.00286,2014.05.27 00:00:00,67860
1.00526,1.00427,1.00613,1.00093,2014.05.28 00:00:00,72300
1.00405,1.00843,1.01165,1.00189,2014.05.29 00:00:00,82076
1.00843,1.0095,1.01081,1.00718,2014.05.30 00:00:00,75827
1.00908,1.00768,1.00986,1.00325,2014.06.02 00:00:00,75267
1.00752,1.01065,1.01221,1.00603,2014.06.03 00:00:00,77096
1.01046,1.01471,1.01618,1.01036,2014.06.04 00:00:00,78677
1.01468,1.02028,1.02124,1.01376,2014.06.05 00:00:00,94816
1.02017,1.02002,1.0231,1.0172,2014.06.06 00:00:00,82932
1.02001,1.02001,1.02315,1.0182,2014.06.09 00:00:00,57587
1.01996,1.0218,1.02343,1.01888,2014.06.10 00:00:00,71693
1.02173,1.01949,1.02421,1.01938,2014.06.11 00:00:00,74712
1.0193,1.02325,1.02387,1.01623,2014.06.12 00:00:00,86689
1.02307,1.02037,1.02348,1.01774,2014.06.13 00:00:00,72411
1.01943,1.01939,1.0214,1.01843,2014.06.16 00:00:00,69315
1.01928,1.01378,1.01955,1.01303,2014.06.17 00:00:00,72201
1.01379,1.01943,1.02001,1.01342,2014.06.18 00:00:00,84378
1.01926,1.01643,1.02002,1.01611,2014.06.19 00:00:00,79075
1.01664,1.00948,1.01823,1.00915,2014.06.20 00:00:00,79084
1.00853,1.01095,1.01408,1.00806,2014.06.23 00:00:00,46067
1.01094,1.00633,1.01169,1.00619,2014.06.24 00:00:00,71779
1.00632,1.0083,1.00853,1.00518,2014.06.25 00:00:00,65705
1.0083,1.00596,1.00942,1.00498,2014.06.26 00:00:00,70559
1.00592,1.00503,1.00852,1.00376,2014.06.27 00:00:00,64190
1.00458,1.00641,1.00663,1.00279,2014.06.30 00:00:00,70260
1.00641,1.00955,1.01178,1.00466,2014.07.01 00:00:00,73355
1.00954,1.00698,1.00994,1.00394,2014.07.02 00:00:00,71464
1.00691,0.99378,1.00743,0.99371,2014.07.03 00:00:00,88849
0.99379,0.99704,0.9982799999999999,0.99378,2014.07.04 00:00:00,59843
0.99653,1.00128,1.00135,0.99568,2014.07.07 00:00:00,58820
1.00127,1.00358,1.00505,1.0003,2014.07.08 00:00:00,66759
1.00358,1.00233,1.00505,1.00038,2014.07.09 00:00:00,60033
1.00239,1.00038,1.00699,0.99825,2014.07.10 00:00:00,76632
1.00038,1.00765,1.00814,0.99808,2014.07.11 00:00:00,70891
1.00643,1.00611,1.01013,1.00562,2014.07.14 00:00:00,57700
1.00611,1.00794,1.0091,1.00465,2014.07.15 00:00:00,86007
1.00792,1.00627,1.01012,1.00408,2014.07.16 00:00:00,80701
1.00623,1.00618,1.00903,1.00451,2014.07.17 00:00:00,73777
1.00612,1.0075,1.01023,1.00454,2014.07.18 00:00:00,77374
1.00778,1.00647,1.00941,1.00575,2014.07.21 00:00:00,53247
1.00648,1.00853,1.01165,1.00548,2014.07.22 00:00:00,79541
1.00855,1.01428,1.01518,1.00738,2014.07.23 00:00:00,77261
1.01385,1.01198,1.01681,1.01055,2014.07.24 00:00:00,79816
1.01198,1.01573,1.0175,1.01018,2014.07.25 00:00:00,76545
1.01593,1.0155,1.01795,1.01404,2014.07.28 00:00:00,65094
1.01549,1.01823,1.0192,1.01463,2014.07.29 00:00:00,81570
1.01825,1.01718,1.01893,1.01493,2014.07.30 00:00:00,123086
1.01711,1.01368,1.01754,1.01167,2014.07.31 00:00:00,92134
1.01367,1.01623,1.01743,1.01314,2014.08.01 00:00:00,113296
1.01614,1.01764,1.01907,1.01608,2014.08.04 00:00:00,60988
1.01762,1.01972,1.02131,1.01674,2014.08.05 00:00:00,85774
1.01968,1.02095,1.02341,1.01855,2014.08.06 00:00:00,86614
1.02094,1.01283,1.02117,1.01136,2014.08.07 00:00:00,98000
1.01285,1.01716,1.01887,1.01043,2014.08.08 00:00:00,104579
1.01718,1.01132,1.01903,1.01117,2014.08.11 00:00:00,60711
1.01127,1.01236,1.01504,1.01091,2014.08.12 00:00:00,71862
1.0124,1.01536,1.01753,1.01202,2014.08.13 00:00:00,79565
1.01534,1.01589,1.01703,1.01225,2014.08.14 00:00:00,67230
1.01588,1.01481,1.01687,1.01154,2014.08.15 00:00:00,76628
1.01327,1.0151,1.01623,1.01327,2014.08.18 00:00:00,54981
1.01511,1.01772,1.01917,1.01482,2014.08.19 00:00:00,73803
1.01775,1.01862,1.02015,1.01601,2014.08.20 00:00:00,96428
1.01858,1.01762,1.0193,1.01425,2014.08.21 00:00:00,82796
1.01755,1.01871,1.02216,1.01742,2014.08.22 00:00:00,89656
1.02018,1.02121,1.02135,1.01872,2014.08.25 00:00:00,77392
1.02114,1.01909,1.0226,1.01874,2014.08.26 00:00:00,78038
1.01895,1.01418,1.02047,1.01115,2014.08.27 00:00:00,96125
1.01417,1.01605,1.01721,1.01311,2014.08.28 00:00:00,88872
1.01605,1.01458,1.01645,1.01061,2014.08.29 00:00:00,76355
1.01334,1.01434,1.016,1.01331,2014.09.01 00:00:00,60551
1.01435,1.01327,1.0152,1.01167,2014.09.02 00:00:00,90782
1.01323,1.01747,1.02041,1.01264,2014.09.03 00:00:00,101815
1.01749,1.01643,1.01967,1.01546,2014.09.04 00:00:00,102339
1.0164,1.01994,1.02285,1.01574,2014.09.05 00:00:00,91294
1.01711,1.01837,1.02112,1.01594,2014.09.08 00:00:00,94559
1.01836,1.01078,1.02032,1.01,2014.09.09 00:00:00,145479
1.01069,1.00099,1.01116,1.00099,2014.09.10 00:00:00,132797
1.00064,1.00383,1.00859,0.99925,2014.09.11 00:00:00,135839
1.00382,1.00208,1.00524,0.99966,2014.09.12 00:00:00,117490
0.99799,0.99775,1.00108,0.99679,2014.09.15 00:00:00,100312
0.99775,0.99734,1.00102,0.99434,2014.09.16 00:00:00,126595
0.99749,0.98511,0.99775,0.98504,2014.09.17 00:00:00,138676
0.98511,0.98283,0.98751,0.98146,2014.09.18 00:00:00,127051
0.98282,0.97786,0.98582,0.97718,2014.09.19 00:00:00,139560
0.97843,0.97984,0.97984,0.97411,2014.09.22 00:00:00,116387
0.9797,0.97917,0.98333,0.97598,2014.09.23 00:00:00,141694
0.97912,0.98238,0.9859,0.97902,2014.09.24 00:00:00,127157
0.9823499999999999,0.97615,0.9825700000000001,0.9744699999999999,2014.09.25 00:00:00,159837
0.9761,0.97658,0.97919,0.97355,2014.09.26 00:00:00,132893
0.9759,0.97317,0.97724,0.97053,2014.09.29 00:00:00,147542
0.97316,0.97917,0.98064,0.97072,2014.09.30 00:00:00,150889
0.97914,0.97524,0.97976,0.97151,2014.10.01 00:00:00,161749
0.97523,0.98204,0.98351,0.97365,2014.10.02 00:00:00,190524
0.98204,0.97498,0.98345,0.9728599999999999,2014.10.03 00:00:00,134386
0.97563,0.97524,0.98039,0.97393,2014.10.06 00:00:00,139004
0.9752,0.98525,0.98621,0.97492,2014.10.07 00:00:00,175169
0.98519,0.98181,0.9852300000000001,0.9782,2014.10.08 00:00:00,200757
0.98186,0.98216,0.98622,0.97722,2014.10.09 00:00:00,198898
0.98208,0.9720299999999999,0.98273,0.97062,2014.10.10 00:00:00,190297
0.97204,0.98217,0.9833,0.96851,2014.10.13 00:00:00,160237
0.98208,0.98412,0.98673,0.9791800000000001,2014.10.14 00:00:00,167544
0.98399,0.9935,0.996,0.98329,2014.10.15 00:00:00,246469
0.99351,0.98573,0.99351,0.98439,2014.10.16 00:00:00,244064
0.98566,0.9845,0.99,0.98284,2014.10.17 00:00:00,174148
0.98804,0.99071,0.99296,0.98605,2014.10.20 00:00:00,108708
0.99061,0.98475,0.99459,0.98475,2014.10.21 00:00:00,139666
0.98482,0.98619,0.99185,0.98204,2014.10.22 00:00:00,125814
0.98619,0.98367,0.98881,0.98299,2014.10.23 00:00:00,134849
0.9837900000000001,0.98614,0.9895699999999999,0.97895,2014.10.24 00:00:00,106823
0.989,0.9900600000000001,0.99077,0.98722,2014.10.27 00:00:00,92512
0.99007,0.98852,0.99543,0.98812,2014.10.28 00:00:00,115067
0.98856,0.98337,0.99202,0.98224,2014.10.29 00:00:00,138671
0.98341,0.98877,0.99039,0.98081,2014.10.30 00:00:00,142981
0.98878,0.99057,0.99348,0.9846,2014.10.31 00:00:00,162440
0.99053,0.98589,0.99053,0.98225,2014.11.03 00:00:00,149704
0.98575,0.99679,0.99705,0.98332,2014.11.04 00:00:00,156412
0.9966699999999999,0.97834,0.9986699999999999,0.9754699999999999,2014.11.05 00:00:00,180862
0.97841,0.97736,0.98341,0.97571,2014.11.06 00:00:00,182184
0.97742,0.97739,0.98421,0.97526,2014.11.07 00:00:00,178801
0.97897,0.98097,0.98283,0.97718,2014.11.10 00:00:00,125613
0.9809,0.98431,0.98697,0.97908,2014.11.11 00:00:00,141979
0.9842,0.9866,0.98791,0.98361,2014.11.12 00:00:00,159497
0.98654,0.99134,0.99282,0.98177,2014.11.13 00:00:00,138440
0.99135,0.98599,0.99161,0.98286,2014.11.14 00:00:00,145019
0.9897899999999999,0.9845,0.9915,0.98371,2014.11.17 00:00:00,138619
0.9845,0.98468,0.98817,0.98014,2014.11.18 00:00:00,151282
0.98465,0.97722,0.98653,0.97602,2014.11.19 00:00:00,166267
0.97722,0.97436,0.97794,0.97287,2014.11.20 00:00:00,163802
0.97435,0.97284,0.98426,0.97239,2014.11.21 00:00:00,181584
0.97412,0.97179,0.97672,0.96938,2014.11.24 00:00:00,122636
0.97159,0.95989,0.97299,0.95801,2014.11.25 00:00:00,189927
0.95984,0.96096,0.96388,0.95667,2014.11.26 00:00:00,156692
0.96091,0.96771,0.97031,0.95984,2014.11.27 00:00:00,146399
0.96771,0.96979,0.97422,0.96347,2014.11.28 00:00:00,182380
0.96753,0.9616400000000001,0.96976,0.96118,2014.12.01 00:00:00,195194
0.96152,0.96311,0.9679,0.95866,2014.12.02 00:00:00,203434
0.9631,0.95495,0.96483,0.95438,2014.12.03 00:00:00,160367
0.955,0.95425,0.95729,0.94963,2014.12.04 00:00:00,170773
0.95426,0.94995,0.95627,0.94951,2014.12.05 00:00:00,155879
0.94959,0.95178,0.95304,0.94598,2014.12.08 00:00:00,147429
0.95169,0.94901,0.9542,0.94552,2014.12.09 00:00:00,192981
0.94889,0.95486,0.9563199999999999,0.94682,2014.12.10 00:00:00,175372
0.95491,0.95181,0.95978,0.94402,2014.12.11 00:00:00,200549
0.95231,0.95395,0.95903,0.95045,2014.12.12 00:00:00,170617
0.95395,0.95818,0.95858,0.94874,2014.12.15 00:00:00,161391
0.95816,0.9552,0.96418,0.95399,2014.12.16 00:00:00,179962
0.95514,0.94413,0.95717,0.94393,2014.12.17 00:00:00,184891
0.94403,0.9438299999999999,0.9522,0.9438299999999999,2014.12.18 00:00:00,119713
0.9442700000000001,0.94407,0.95105,0.94372,2014.12.19 00:00:00,81707
0.94484,0.94553,0.94815,0.94338,2014.12.22 00:00:00,46021
0.94494,0.9413,0.94654,0.93962,2014.12.23 00:00:00,62349
0.94079,0.94215,0.94439,0.94031,2014.12.24 00:00:00,38325
0.94249,0.94375,0.94475,0.94125,2014.12.26 00:00:00,15581
0.94331,0.94584,0.94877,0.94248,2014.12.29 00:00:00,36972
0.94578,0.95012,0.95263,0.9457100000000001,2014.12.30 00:00:00,45729
0.95001,0.94806,0.95245,0.94573,2014.12.31 00:00:00,36672
0.94639,0.95285,0.9537,0.94567,2015.01.02 00:00:00,52082
0.95107,0.95009,0.9573,0.9489,2015.01.05 00:00:00,90291
0.95033,0.95592,0.9595900000000001,0.95031,2015.01.06 00:00:00,100356
0.95601,0.95412,0.95848,0.95122,2015.01.07 00:00:00,103605
0.95389,0.95995,0.96132,0.9537600000000001,2015.01.08 00:00:00,83215
0.9595399999999999,0.97218,0.97424,0.95847,2015.01.09 00:00:00,110760
0.97295,0.97617,0.97744,0.96772,2015.01.12 00:00:00,89191
0.97609,0.97625,0.9795,0.97154,2015.01.13 00:00:00,104314
0.97489,0.97367,0.9785199999999999,0.96812,2015.01.14 00:00:00,128812
0.97323,0.98221,0.98504,0.97161,2015.01.15 00:00:00,191167
0.98137,0.98258,0.9888,0.97833,2015.01.16 00:00:00,138014
0.98254,0.98003,0.9863,0.97967,2015.01.19 00:00:00,76302
0.97947,0.98967,0.99049,0.97737,2015.01.20 00:00:00,90307
0.98961,0.9974499999999999,1.00833,0.98724,2015.01.21 00:00:00,126944
0.99721,0.99356,1.00458,0.9922,2015.01.22 00:00:00,142281
0.99251,0.9815,0.99569,0.97966,2015.01.23 00:00:00,136645
0.97428,0.9883,0.98908,0.97079,2015.01.26 00:00:00,92557
0.98807,0.98377,0.99303,0.98178,2015.01.27 00:00:00,125348
0.98309,0.98871,0.99641,0.98004,2015.01.28 00:00:00,222393
0.98871,0.97892,0.99016,0.97498,2015.01.29 00:00:00,192185
0.9787400000000001,0.98768,0.99077,0.97868,2015.01.30 00:00:00,219412
0.98387,0.98011,0.99648,0.98007,2015.02.02 00:00:00,162353
0.9799,0.96739,0.98477,0.95887,2015.02.03 00:00:00,335724
0.96713,0.97428,0.97876,0.96452,2015.02.04 00:00:00,235830
0.97427,0.96944,0.97946,0.96784,2015.02.05 00:00:00,197740
0.96945,0.97543,0.97967,0.96596,2015.02.06 00:00:00,201346
0.97344,0.97102,0.97765,0.96995,2015.02.09 00:00:00,163037
0.97165,0.97786,0.98037,0.96931,2015.02.10 00:00:00,158502
0.97734,0.97442,0.98026,0.97283,2015.02.11 00:00:00,172267
0.9744,0.96729,0.97538,0.95916,2015.02.12 00:00:00,249089
0.96694,0.96313,0.97329,0.96219,2015.02.13 00:00:00,154120
0.9666,0.96831,0.9705,0.96553,2015.02.16 00:00:00,172928
0.96829,0.96833,0.97184,0.96532,2015.02.17 00:00:00,166360
0.96834,0.97094,0.97295,0.96709,2015.02.18 00:00:00,150877
0.97135,0.97345,0.9769,0.96856,2015.02.19 00:00:00,188332
0.97323,0.98182,0.98399,0.97239,2015.02.20 00:00:00,174181
0.98234,0.98067,0.98464,0.97908,2015.02.23 00:00:00,108364
0.98032,0.97747,0.98575,0.97742,2015.02.24 00:00:00,176680
0.9775,0.98063,0.98373,0.97716,2015.02.25 00:00:00,143535
0.9804,0.97595,0.98402,0.97472,2015.02.26 00:00:00,163771
0.97558,0.97648,0.9788,0.97276,2015.02.27 00:00:00,133724
0.97611,0.973,0.97714,0.97049,2015.03.02 00:00:00,97004
0.97259,0.97636,0.9814000000000001,0.97218,2015.03.03 00:00:00,141936
0.97631,0.97106,0.98287,0.9699,2015.03.04 00:00:00,139846
0.97094,0.97167,0.97401,0.96829,2015.03.05 00:00:00,147631
0.97153,0.97248,0.97879,0.9709,2015.03.06 00:00:00,165805
0.97296,0.97097,0.97481,0.96972,2015.03.09 00:00:00,122454
0.97098,0.96716,0.97135,0.96263,2015.03.10 00:00:00,228881
0.96718,0.96711,0.96898,0.96319,2015.03.11 00:00:00,235197
0.9671999999999999,0.97743,0.9794,0.96651,2015.03.12 00:00:00,231582
0.97749,0.97561,0.9789600000000001,0.9739,2015.03.13 00:00:00,207972
0.97564,0.97622,0.98073,0.97414,2015.03.16 00:00:00,149842
0.97619,0.9745,0.97895,0.9712499999999999,2015.03.17 00:00:00,143723
0.9745200000000001,0.9746899999999999,0.9807399999999999,0.972,2015.03.18 00:00:00,252331
0.9747,0.9722,0.97745,0.96975,2015.03.19 00:00:00,278019
0.97222,0.97583,0.97947,0.97161,2015.03.20 00:00:00,153417
0.97701,0.98591,0.98717,0.97701,2015.03.23 00:00:00,176419
0.98592,0.9841800000000001,0.98811,0.98159,2015.03.24 00:00:00,170819
0.9841800000000001,0.98183,0.98725,0.98032,2015.03.25 00:00:00,141218
0.98185,0.97725,0.98231,0.9744,2015.03.26 00:00:00,154693
0.97723,0.97722,0.97937,0.97129,2015.03.27 00:00:00,135094
0.9742,0.97007,0.97672,0.9679,2015.03.30 00:00:00,125742
0.97007,0.96462,0.97183,0.96314,2015.03.31 00:00:00,131832
0.96366,0.95918,0.97028,0.95803,2015.04.01 00:00:00,149975
0.95824,0.95334,0.95979,0.95133,2015.04.02 00:00:00,141506
0.95256,0.9519,0.96057,0.9489,2015.04.03 00:00:00,111227
0.94778,0.94661,0.95439,0.94371,2015.04.06 00:00:00,75510
0.94663,0.95467,0.96083,0.94538,2015.04.07 00:00:00,127752
0.95468,0.96407,0.96619,0.95381,2015.04.08 00:00:00,146487
0.96407,0.96741,0.97051,0.96194,2015.04.09 00:00:00,122266
0.96735,0.96495,0.97141,0.96338,2015.04.10 00:00:00,118840
0.96422,0.95573,0.96537,0.953,2015.04.13 00:00:00,131107
0.95595,0.95174,0.95863,0.95002,2015.04.14 00:00:00,131528
0.95146,0.94396,0.9571499999999999,0.94164,2015.04.15 00:00:00,168339
0.9433,0.95097,0.95682,0.9433,2015.04.16 00:00:00,175341
0.95023,0.95241,0.95342,0.94236,2015.04.17 00:00:00,157930
0.95319,0.94377,0.9555900000000001,0.9409,2015.04.20 00:00:00,131300
0.94356,0.94672,0.95044,0.94182,2015.04.21 00:00:00,134455
0.94674,0.94894,0.95438,0.94564,2015.04.22 00:00:00,150641
0.94845,0.94452,0.94996,0.94363,2015.04.23 00:00:00,160865
0.9441000000000001,0.95234,0.9534,0.94291,2015.04.24 00:00:00,146204
0.95274,0.94957,0.9539,0.94753,2015.04.27 00:00:00,133095
0.94886,0.96531,0.96555,0.94759,2015.04.28 00:00:00,161210
0.9651,0.96161,0.96695,0.9599800000000001,2015.04.29 00:00:00,203074
0.96184,0.9541500000000001,0.96351,0.94914,2015.04.30 00:00:00,202871
0.95423,0.95427,0.95582,0.95061,2015.05.01 00:00:00,116895
0.95308,0.94775,0.95357,0.9468299999999999,2015.05.04 00:00:00,86620
0.94787,0.95828,0.95891,0.9438299999999999,2015.05.05 00:00:00,151510
0.95824,0.95903,0.96249,0.95665,2015.05.06 00:00:00,154686
0.9595399999999999,0.95858,0.96377,0.95504,2015.05.07 00:00:00,148678
0.95848,0.95747,0.96223,0.9521500000000001,2015.05.08 00:00:00,161819
0.9572000000000001,0.9544899999999999,0.9596,0.95423,2015.05.11 00:00:00,106733
0.9546,0.95829,0.96192,0.95408,2015.05.12 00:00:00,118899
0.95791,0.96995,0.97063,0.95457,2015.05.13 00:00:00,144101
0.96962,0.96779,0.97471,0.96441,2015.05.14 00:00:00,152757
0.96773,0.96443,0.9692,0.96248,2015.05.15 00:00:00,137184
0.96579,0.97122,0.97316,0.96229,2015.05.18 00:00:00,127939
0.9712499999999999,0.96761,0.97232,0.96634,2015.05.19 00:00:00,164969
0.96753,0.96112,0.96957,0.9599800000000001,2015.05.20 00:00:00,181927
0.96083,0.96311,0.9648600000000001,0.96008,2015.05.21 00:00:00,151612
